n,url,label,description
58198,58198,"( Le Front national n'est pas fasciste juste parce qu'il a la base sociale traditionnelle du fascisme) -> ¬ ( Le Front national a la base sociale traditionnelle du fascisme)",""
58199,58199,"( Le Front national n'est pas fasciste juste parce qu'il reprend le slogan 'Ni gauche,ni droite') -> ¬ ( Le slogan 'Ni gauche,ni droite' est typiquement fasciste)",""
58200,58200,"( Le Front national n'est pas fasciste juste parce que ses dirigeants entretiennent des relations avec des fascistes) -> ¬ ( Les Le Pen entretiennent des liens avec des personnes considérées fascistes)",""
58201,58201,"( Le Front national n'est pas fasciste juste parce que ses dirigeants tiennent des propos racistes,xénophobes,antisémites ou homophobes) -> ¬ ( Le Front national est un parti raciste,xénophobe,antisémite et homophobe)",""
58202,58202,"( Le Front national ne prône pas de théories racistes) -> ¬ ( Le Front national est un parti raciste,xénophobe,antisémite et homophobe)",""
58203,58203,"( Le Front national pourrait avoir besoin de milices armées si la situation politique changeait) -> ¬ ( Le Front national n'a pas de milices armées)",""
58204,58204,"( Le Front national pourrait être amené à prendre le pouvoir par la force dans un contexte de crise sociale aiguë) -> ¬ ( Le Front national est un parti intégré dans le jeu électoral)",""
58205,58205,"( Le Front national tend vers un régime autocratique tel que celui de Poutine) -> ¬ ( Le Front national se réclame de la démocratie)",""
39935,39935,"( Le judaïsme parle d'une hiérarchisation des dieux des nations) -> ( Les grandes traditions disent que les religions sont une)",""
58206,58206,"( Le libre-arbitre n'est pas la liberté de faire ce qu'il nous plait) -> ¬ ( Nous ne sommes pas libres de voler dans les airs,de respirer sous l'eau ni de vivre deux-cents ans)",""
39936,39936,"( Le lobby pharmaceutique nous manipule) -> ( On nous manipule)",""
58207,58207,"( Le manque de démocratie pendant la Révolution russe est un héritage de la société tsariste) -> ¬ ( Lénine était un ennemi de la démocratie)",""
58208,58208,"( Le monde n'est pas ordonné mais chaotique) -> ¬ ( L'ordre et la complexité du monde supposent un Dieu créateur)",""
58209,58209,"( Le monde n'est pas ordonné mais chaotique) -> ¬ ( Dieu rend compte du plan d'ensemble du monde)",""
58211,58211,"( Le nombre d'étrangers en France est stable depuis 20 ans) -> ¬ ( L'afflux de migrants fait baisser la qualité de vie et monter les violences)",""
58210,58210,"( Le nombre d'étrangers en France est stable depuis 20 ans) -> ¬ ( On ne peut pas accueillir toute la misère du monde)",""
39937,39937,"( Le parti bolchévik avait sa milice privée) -> ( Lénine est le concepteur d'un parti totalitaire)",""
39938,39938,"( Le parti bolchévik n'avait pas d’enracinement dans la société civile) -> ( Lénine est le concepteur d'un parti totalitaire)",""
39939,39939,"( Le parti léniniste est inspiré d'organisations proto-totalitaires) -> ( Lénine est le concepteur d'un parti totalitaire)",""
39940,39940,"( Le parti léniniste est le parti d'une avant-garde autoproclamée) -> ( Lénine est le concepteur d'un parti totalitaire)",""
39941,39941,"( Le personnel politique est déconnecté de la vie réelle de la population) -> ( Le pouvoir politique français manque de représentativité)",""
39942,39942,"( Le personnel politique n'est pas représentatif de la population) -> ( Le pouvoir politique français manque de représentativité)",""
58212,58212,"( Le populisme ne s'installe généralement pas durablement dans le paysage politique) -> ¬ ( Le Front national est un parti national-populiste)",""
58214,58214,"( Le port du voile islamique n'est pas une question de liberté individuelle mais de libertés collectives) -> ¬ ( Les femmes doivent être libres de s'habiller comme elles le souhaitent)",""
58213,58213,"( Le port du voile islamique n'est pas une question de liberté individuelle mais de libertés collectives) -> ¬ ( La majorité des femmes choisissent librement de porter le voile islamique)",""
39943,39943,"( Le pouvoir addictif du cannabis est important) -> ( Il faut protéger l'individu contre les dangers du cannabis)",""
39944,39944,"( Le pouvoir politique est entre les mains des grandes entreprises et de la finance) -> ( Le pouvoir politique français est entre les mains d'une minorité)",""
58215,58215,"( Le pouvoir politique est influencé par le pouvoir économique en France) -> ¬ ( Les pouvoirs législatif,exécutif et législatif sont indépendants en France)",""
58216,58216,"( Le principe de causalité ne s'applique pas à l'univers) -> ¬ ( Dieu est la cause première de l'univers)",""
58217,58217,"( Le principe de causalité ne s'applique pas à l'univers) -> ¬ ( Tout a une cause,et Dieu en particulier)",""
58218,58218,"( Le projet de reconversion de l'usine EIF prépare les opérateurs privés à faire ce qu'ils veulent des Murs à pêches de Montreuil) -> ¬ ( Il faut reconvertir l'ancienne usine EIF des Murs à pêches de Montreuil)",""
39945,39945,"( Le réchauffement climatique est dû à l'activité solaire) -> ( Le réchauffement climatique a des causes naturelles)",""
39946,39946,"( Le réchauffement climatique s'observe aussi sur Mars) -> ( Le réchauffement climatique a des causes naturelles)",""
58219,58219,"( Le réchauffement climatique se vérifie par de nombreuses observations) -> ¬ ( Le réchauffement climatique est un mythe)",""
58220,58220,"( Le réchauffement du climat est corroboré par de nombreux indicateurs) -> ¬ ( Le réchauffement climatique est un mythe)",""
58221,58221,"( Le recul de la conscience ouvrière ne justifie pas d'abandonner les idées révolutionnaires) -> ¬ ( La classe ouvrière a perdu confiance en ses forces)",""
58222,58222,"( Le recul de la conscience ouvrière ne justifie pas d'abandonner les idées révolutionnaires) -> ¬ ( La classe ouvrière a perdu sa combativité)",""
39947,39947,"( Le revenu de base agit comme une roue de secours du capitalisme) -> ( Le revenu de base est un mauvais combat politique)",""
39948,39948,"( Le revenu de base apporte plus de liberté) -> ( Le revenu de base apporte de meilleures conditions de vie)",""
39949,39949,"( Le revenu de base apporte plus de temps libre) -> ( Le revenu de base apporte de meilleures conditions de vie)",""
39950,39950,"( Le revenu de base apporte une meilleure sécurisation des parcours professionnels) -> ( Le revenu de base favorise un meilleur rapport au travail)",""
58223,58223,"( Le revenu de base encourage la création d'entreprises) -> ¬ ( Le revenu de base est un désastre économique)",""
39951,39951,"( Le revenu de base encourage la création d'entreprises) -> ( Le revenu de base est une bonne chose pour l'économie nationale)",""
39952,39952,"( Le revenu de base est une mesure adaptée à la situation de chômage de masse) -> ( Le revenu de base est une mesure adaptée à l'économie du 21e siècle)",""
39953,39953,"( Le revenu de base est une mesure adaptée à la situation de fin du travail) -> ( Le revenu de base est une mesure adaptée à l'économie du 21e siècle)",""
58224,58224,"( Le revenu de base est une mesure politique appliquable dès maintenant) -> ¬ ( Le revenu de base est un mauvais combat politique)",""
39954,39954,"( Le revenu de base est un mode de rétribution adapté au capitalisme cognitif) -> ( Le revenu de base est une mesure adaptée à l'économie du 21e siècle)",""
58225,58225,"( Le revenu de base favorise la solitude,l'ennui et la dépression) -> ¬ ( Le revenu de base permet de se libérer du travail aliénant)",""
58226,58226,"( Le revenu de base favorise la solitude,l'ennui et la dépression) -> ¬ ( Le revenu de base apporte de meilleures conditions de vie)",""
58227,58227,"( Le revenu de base harmonise par le bas le revenu des chômeurs et des retraités) -> ¬ ( Le revenu de base apporte de meilleures conditions de vie)",""
58228,58228,"( Le revenu de base ne peut tenir ses promesses que s'il est d'un montant suffisant) -> ¬ ( Le revenu de base apporte de meilleures conditions de vie)",""
58231,58231,"( Le revenu de base ne peut tenir ses promesses que s'il est d'un montant suffisant) -> ¬ ( Le revenu de base permet de négocier de meilleures conditions de travail)",""
58230,58230,"( Le revenu de base ne peut tenir ses promesses que s'il est d'un montant suffisant) -> ¬ ( Le revenu de base apporte plus de temps libre)",""
58233,58233,"( Le revenu de base ne peut tenir ses promesses que s'il est d'un montant suffisant) -> ¬ ( Le revenu de base permet de se libérer du travail aliénant)",""
58232,58232,"( Le revenu de base ne peut tenir ses promesses que s'il est d'un montant suffisant) -> ¬ ( Le revenu de base réduit la peur du chômage)",""
58234,58234,"( Le revenu de base ne peut tenir ses promesses que s'il est d'un montant suffisant) -> ¬ ( Financer un revenu de base au montant modeste est réaliste)",""
58229,58229,"( Le revenu de base ne peut tenir ses promesses que s'il est d'un montant suffisant) -> ¬ ( Le revenu de base apporte plus de liberté)",""
39955,39955,"( Le revenu de base ne stigmatise pas ses bénéficiaires) -> ( Le revenu de base apporte de meilleures conditions de vie)",""
39956,39956,"( Le revenu de base permet de lutter contre la pauvreté) -> ( Le revenu de base apporte de meilleures conditions de vie)",""
58235,58235,"( Le revenu de base permet de négocier de meilleures conditions de travail) -> ¬ ( L'instauration d'un revenu de base risque de dégrader les conditions de travail)",""
39957,39957,"( Le revenu de base permet de négocier de meilleures conditions de travail) -> ( Le revenu de base favorise un meilleur rapport au travail)",""
58236,58236,"( Le revenu de base permet de réduire le chômage) -> ¬ ( Le revenu de base est un désastre économique)",""
39958,39958,"( Le revenu de base permet de réduire le chômage) -> ( Le revenu de base est une bonne chose pour l'économie nationale)",""
39959,39959,"( Le revenu de base permet de réduire les inégalités) -> ( Le revenu de base apporte plus de justice sociale)",""
58237,58237,"( Le revenu de base permet de relancer la consommation) -> ¬ ( Le revenu de base est un désastre économique)",""
39960,39960,"( Le revenu de base permet de relancer la consommation) -> ( Le revenu de base est une bonne chose pour l'économie nationale)",""
39961,39961,"( Le revenu de base permet de se libérer du travail aliénant) -> ( Le revenu de base favorise un meilleur rapport au travail)",""
39962,39962,"( Le revenu de base permet de supprimer les trappes à inactivité) -> ( Le revenu de base favorise un meilleur rapport au travail)",""
39963,39963,"( Le revenu de base permet de valoriser les activités bénévoles) -> ( Le revenu de base favorise un meilleur rapport au travail)",""
39964,39964,"( Le revenu de base permet une gestion plus flexible de la main-d'oeuvre) -> ( Le revenu de base est une mesure adaptée à l'économie du 21e siècle)",""
58238,58238,"( Le revenu de base permet une simplification administrative et fiscale) -> ¬ ( Le revenu de base est un désastre économique)",""
39965,39965,"( Le revenu de base permet une simplification administrative et fiscale) -> ( Le revenu de base est une bonne chose pour l'économie nationale)",""
39966,39966,"( Le revenu de base réduit la peur du chômage) -> ( Le revenu de base apporte de meilleures conditions de vie)",""
58239,58239,"( Le revenu de base risque de marginaliser les personnes en situation de pauvreté) -> ¬ ( Le revenu de base favorise un meilleur rapport au travail)",""
39967,39967,"( Le revenu de base va à l'encontre de diverses revendications collectives) -> ( Le revenu de base est un mauvais combat politique)",""
39968,39968,"( Le risque de cyberattaque est réel dans le cas du vote électronique) -> ( Le vote électronique n'est pas fiable)",""
58240,58240,"( Le sacré dépend des religions et des croyances) -> ¬ ( Il ne faut pas manger les animaux considérés sacrés)",""
39969,39969,"( Les acteurs de la lutte contre l'islamophobie sont anticapitalistes) -> ( Il y a un potentiel révolutionnaire dans la jeunesse et les travailleurs des banlieues)",""
39970,39970,"( Les activités humaines émettent des milliards de tonnes équivalent CO2 par an) -> ( On constate une augmentation de gaz à effet de serre d'origine humaine dans l'atmosphère)",""
58241,58241,"( Les activités paysannes menacées pourraient être reconverties) -> ¬ ( Arrêter de manger des animaux détruirait une partie des activités paysannes)",""
58242,58242,"( Les alternatives à Facebook sont utilisées par une minorité de personnes) -> ¬ ( Il existe des alternatives libres à Facebook)",""
58243,58243,"( Les associations des Murs à pêches de Montreuil n'attirent pas les habitants du quartier) -> ¬ ( Il faut préserver les Murs à pêches de Montreuil pour accueillir des associations)",""
58244,58244,"( Les autorités peuvent se tromper sur les vaccins) -> ¬ ( Les autorités du monde entier recommandent la vaccination)",""
39971,39971,"( Les élections doivent pouvoir être contrôlées par n'importe quel citoyen) -> ( Le vote électronique est invérifiable et opaque)",""
39972,39972,"( Les élections ne doivent pas rester entre les mains d'experts) -> ( Le vote électronique est invérifiable et opaque)",""
39973,39973,"( Les étudiants ont un rôle révolutionnaire) -> ( La révolution peut et doit se faire sans la classe ouvrière)",""
39974,39974,"( Les éudes affirmant l'existence du réchauffement climatique commettent des erreurs méthodologiques) -> ( Le réchauffement climatique est un mythe)",""
39975,39975,"( Les citoyens français ne votent que tous les cinq ans) -> ( Les citoyens français ne sont pas assez consultés)",""
39976,39976,"( Les citoyens français se désintéressent de la politique) -> ( Le pouvoir politique français manque de participation)",""
39977,39977,"( Les classes intermédiaires tendent à décliner avec le développement du capitalisme) -> ( La classe ouvrière est la principale force sociale)",""
58245,58245,"( Les comportements addictifs sont très peu sensibles aux lois) -> ¬ ( La prohibition du cannabis est efficace)",""
39978,39978,"( Les comportements addictifs sont très peu sensibles aux lois) -> ( La prohibition du cannabis est inefficace)",""
58246,58246,"( Les critiques peuvent toujours être considérées comme des attaques) -> ¬ ( Il faut limiter la liberté d'expression pour ne pas faire de tort aux personnes)",""
58247,58247,"( Les critiques sont peu sérieuses scientifiquement et motivées idéologiquement) -> ¬ ( Les études scientifiques qui montrent le lien entre le réchauffement climatique et l'activité humaine sont très critiquées)",""
58248,58248,"( Les défenseurs du voile islamique en France encouragent la répression des femmes non voilées dans les dictatures islamiques) -> ¬ ( Les femmes doivent pouvoir être libres de porter le voile islamique car elles doivent pouvoir disposer librement de leur corps)",""
58249,58249,"( Les défenseurs du voile islamique en France encouragent la répression des femmes non voilées dans les dictatures islamiques) -> ¬ ( Les femmes doivent être libres de s'habiller comme elles le souhaitent)",""
39979,39979,"( Les défenseurs du voile islamique en France encouragent la répression des femmes non voilées dans les dictatures islamiques) -> ( On doit être solidaire des femmes qui se battent pour ne pas porter le voile islamique)",""
39980,39980,"( Les devoirs moraux des religions sont semblables) -> ( Les religions véhiculent un message identique)",""
39981,39981,"( Les divergences religieuses viennent de déformations dues à l'éloignement de l'expérience mystique) -> ( Les religions sont fondées sur la même expérience fondamentale)",""
39982,39982,"( Les divergences religieuses viennent de la conscience illusoire) -> ( Toutes les religions affirment la même vérité)",""
58250,58250,"( Les emplacements proposés pour les ateliers de maintenance du tramway à Montreuil ne conviennent ni à la RATP ni aux associations) -> ¬ ( Il faut construire des ateliers de maintenance du tramway dans les Murs à pêches de Montreuil)",""
58251,58251,"( Les enfants arrivent à l’école avec déjà un vécu) -> ¬ ( La méthode Céline Alvarez s'adapte au fonctionnement naturel de l’enfant)",""
39983,39983,"( Le sens de l'Histoire est à la mondialisation) -> ( On ne peut pas empêcher l'immigration)",""
39984,39984,"( Les Européens sont majoritairement défavorables à l’accueil des migrants) -> ( L’accueil de migrants va contre la volonté populaire)",""
39985,39985,"( Le sexisme est omniprésent) -> ( Les hommes ne peuvent rester indifférents face aux discriminations et aux violences faites aux femmes)",""
39986,39986,"( Les expériences mystiques attestent la présence de Dieu) -> ( Il existe des interventions divines)",""
39987,39987,"( Les femmes doivent pouvoir être libres de porter le voile islamique car elles doivent pouvoir disposer librement de leur corps) -> ( Les femmes doivent être libres de s'habiller comme elles le souhaitent)",""
39988,39988,"( Les femmes doivent toujours se justifier de leur tenue) -> ( Les femmes voilées sont déjà bien assez stigmatisées dans la société française)",""
39989,39989,"( Les femmes,et les femmes voilées en particulier,sont toujours considérées coupables) -> ( Les femmes voilées sont déjà bien assez stigmatisées dans la société française)",""
39990,39990,"( Les footballeurs professionnels sont trop payés par rapport au niveau d'étude et aux responsabilités) -> ( Les salaires des footballeurs professionnels sont démesurés)",""
39991,39991,"( Les footballeurs professionnels sont trop payés par rapport aux autres sports) -> ( Les salaires des footballeurs professionnels sont démesurés)",""
39992,39992,"( Les footballeurs professionnels sont trop payés par rapport aux personnes dans le besoin) -> ( Les salaires des footballeurs professionnels sont démesurés)",""
39993,39993,"( Les footballeurs professionnels sont trop payés par rapport à leur utilité sociale) -> ( Les salaires des footballeurs professionnels sont démesurés)",""
39994,39994,"( Les grandes migrations signent la fin du modèle social européen) -> ( On ne peut pas accueillir toute la misère du monde)",""
39995,39995,"( Les grands partis dominent sur les petits) -> ( Le pouvoir politique français manque de représentativité)",""
39996,39996,"( Les hauts fonctionnaires sont quasi inamovibles) -> ( Le pouvoir politique français manque de contrôle)",""
58252,58252,"( Les herbivores n'ont pas moins d'animalité) -> ¬ ( Manger des animaux est la seule façon de reconnaître son animalité)",""
39997,39997,"( Les hommes jouent un rôle essentiel dans l'éducation des enfants) -> ( Les femmes ont besoin des hommes pour en finir avec le sexisme)",""
58253,58253,"( Les hommes ne peuvent pas ne pas voir les violences et les discriminations sexistes) -> ¬ ( Les hommes sont socialisés pour dominer les femmes)",""
39998,39998,"( Les hommes ne peuvent pas ne pas voir les violences et les discriminations sexistes) -> ( Les hommes ne peuvent rester indifférents face aux discriminations et aux violences faites aux femmes)",""
58254,58254,"( Les hommes ne peuvent rester insensibles au sort réservé à une moitié de l'humanité) -> ¬ ( Les hommes sont socialisés pour dominer les femmes)",""
39999,39999,"( Les hommes ne peuvent rester insensibles au sort réservé à une moitié de l'humanité) -> ( Les hommes ne peuvent rester indifférents face aux discriminations et aux violences faites aux femmes)",""
40000,40000,"( Les hommes ne sont pas soumis à des obligations du même type que le voile islamique) -> ( Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes)",""
40001,40001,"( Les hommes ne sont pas soumis à des obligations du même type que le voile islamique) -> ( Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes)",""
40002,40002,"( Les hommes ne veulent pas céder leurs places) -> ( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges)",""
40003,40003,"( Les hommes ne veulent pas céder leurs places) -> ( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges)",""
40004,40004,"( Les hommes ont davantage de moyens d'être entendus dans la société) -> ( Les femmes ont besoin des hommes pour en finir avec le sexisme)",""
58256,58256,"( Les hommes ont intérêt à en finir avec le machisme pour assumer leur sensibilité et leurs émotions) -> ¬ ( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges)",""
58255,58255,"( Les hommes ont intérêt à en finir avec le machisme pour assumer leur sensibilité et leurs émotions) -> ¬ ( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges)",""
40005,40005,"( Les hommes ont intérêt à en finir avec le machisme pour assumer leur sensibilité et leurs émotions) -> ( Les hommes ont intérêt à en finir avec le sexisme)",""
58257,58257,"( Les hommes ont intérêt à en finir avec le machisme pour se délivrer de l'injonction à la virilité) -> ¬ ( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges)",""
58258,58258,"( Les hommes ont intérêt à en finir avec le machisme pour se délivrer de l'injonction à la virilité) -> ¬ ( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges)",""
40006,40006,"( Les hommes ont intérêt à en finir avec le machisme pour se délivrer de l'injonction à la virilité) -> ( Les hommes ont intérêt à en finir avec le sexisme)",""
40007,40007,"( Les hommes ont intérêt à en finir avec le machisme pour simplifier et libérer les rapports de séduction) -> ( Les hommes ont intérêt à en finir avec le sexisme)",""
58260,58260,"( Les hommes ont intérêt à en finir avec le machisme pour simplifier et libérer les rapports de séduction) -> ¬ ( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges)",""
58259,58259,"( Les hommes ont intérêt à en finir avec le machisme pour simplifier et libérer les rapports de séduction) -> ¬ ( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges)",""
58262,58262,"( Les hommes ont intérêt à en finir avec le machisme pour sortir des rapports de rivalité entre hommes) -> ¬ ( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges)",""
58261,58261,"( Les hommes ont intérêt à en finir avec le machisme pour sortir des rapports de rivalité entre hommes) -> ¬ ( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges)",""
40008,40008,"( Les hommes ont intérêt à en finir avec le machisme pour sortir des rapports de rivalité entre hommes) -> ( Les hommes ont intérêt à en finir avec le sexisme)",""
58263,58263,"( Les hommes ont le devoir de réparer les injustices dont ils sont les auteurs) -> ¬ ( Les hommes sont socialisés pour dominer les femmes)",""
40009,40009,"( Les hommes ont le devoir de réparer les injustices dont ils sont les auteurs) -> ( Les hommes ne peuvent rester indifférents face aux discriminations et aux violences faites aux femmes)",""
40010,40010,"( Les hommes peuvent faciliter et encourager l'émancipation de leur compagne) -> ( Les femmes ont besoin des hommes pour en finir avec le sexisme)",""
40011,40011,"( Les hommes peuvent faire reculer les violences sexistes en prenant au sérieux la parole des femmes victimes) -> ( Les femmes ont besoin des hommes pour en finir avec le sexisme)",""
40012,40012,"( Les hommes politiques sont des professionnels à vie) -> ( Le pouvoir politique français manque de contrôle)",""
58265,58265,"( Les hommes sont socialisés pour être indifférents à la souffrance) -> ¬ ( Les hommes ne peuvent rester indifférents face aux discriminations et aux violences faites aux femmes)",""
58266,58266,"( Les hommes sont socialisés pour être indifférents à la souffrance) -> ¬ ( Les hommes ne peuvent rester insensibles au sort réservé à une moitié de l'humanité)",""
58264,58264,"( Les hommes sont socialisés pour être indifférents à la souffrance) -> ¬ ( Les hommes peuvent faire reculer les violences sexistes en prenant au sérieux la parole des femmes victimes)",""
40013,40013,"( Les hommes sont socialisés pour être indifférents à la souffrance) -> ( Les hommes sont socialisés pour dominer les femmes)",""
40014,40014,"( Les incinérateurs produisent des déchets toxiques) -> ( Des risques de pollution)",""
40015,40015,"( Les incinérateurs produisent des fumées toxiques) -> ( Des risques de pollution)",""
40016,40016,"( Les individus sont doués de raison et capables de s'autocensurer) -> ( Limiter la liberté d'expression n'est pas nécessaire)",""
40017,40017,"( Les Le Pen participent à des évènements néonazis) -> ( Les Le Pen entretiennent des liens avec des personnes considérées fascistes)",""
58267,58267,"( Les limites à notre liberté sont créatrices de liberté) -> ¬ ( Nous ne sommes pas libres de voler dans les airs,de respirer sous l'eau ni de vivre deux-cents ans)",""
40018,40018,"( Les logiciels open-source ne sont pas nécessairement des logiciels libres) -> ( Des grosses entreprises telles que Microsoft ou Google s'intéressent à l'open-source)",""
40019,40019,"( Les lois limitant le droit au séjour des étrangers ne font que rendre plus difficile la vie des migrants) -> ( Les solutions visant à limiter l'immigration sont inhumaines et barbares)",""
40020,40020,"( Les luttes ouvrières sont de plus en plus défensives,localisées et catégorielles) -> ( La classe ouvrière a perdu sa combativité)",""
40021,40021,"( Les luttes ouvrières sont en baisse continuelle) -> ( La classe ouvrière a perdu sa combativité)",""
58268,58268,"( Les machines à voter ont un coût d'entretien,d'assistance et de formation) -> ¬ ( Le vote électronique permet de diminuer les coûts d'une élection)",""
58269,58269,"( Les machines à voter ont une durée de vie limitée) -> ¬ ( Le vote électronique permet de diminuer les coûts d'une élection)",""
40022,40022,"( Les machines à voter peuvent avoir des dysfonctionnements) -> ( Le vote électronique n'est pas fiable)",""
58270,58270,"( Les machines à voter peuvent avoir un code source libre et ouvert) -> ¬ ( Le vote électronique est invérifiable et opaque)",""
40023,40023,"( Les manifestations de la Providence attestent l'intervention de Dieu) -> ( Il existe des interventions divines)",""
58271,58271,"( Les marxistes doivent combattre toutes les religions) -> ¬ ( L'islam est la religion des opprimés)",""
58272,58272,"( Les marxistes qui cèdent sur la religion font preuve d'opportunisme et de démagogie) -> ¬ ( L'islam est la religion des opprimés)",""
58273,58273,"( Les marxistes qui cèdent sur la religion font preuve d'opportunisme et de démagogie) -> ¬ ( Ne pas porter le combat contre l'islamophobie est se couper de cette couche exploitée et opprimée du prolétariat)",""
58274,58274,"( Les mauvaises récoltes sont de plus en plus rares) -> ¬ ( Manger des animaux est utile en cas de mauvaises récoltes)",""
40024,40024,"( Les migrants bénéficient d'aides sociales sans rien faire) -> ( On ne peut pas accueillir toute la misère du monde)",""
40025,40025,"( Les migrants empêchent la formation d’identités figées) -> ( Accueillir les migrants est un atout culturel et social)",""
40026,40026,"( Les migrants favorisent la diversité de nos sociétés ouvertes) -> ( Accueillir les migrants est un atout culturel et social)",""
40027,40027,"( Les migrants font vivre des milliers de familles dans les pays pauvres) -> ( On doit réparation aux populations des pays du Sud)",""
40028,40028,"( Les migrants mettent en cause notre identité) -> ( Les migrants risquent de déstabiliser le vivre-ensemble)",""
58276,58276,"( Les migrants ne sont pas réellement employables) -> ¬ ( Les migrants vont payer les retraites)",""
58275,58275,"( Les migrants ne sont pas réellement employables) -> ¬ ( Accueillir les migrants est un plus pour l'économie des pays européens)",""
40029,40029,"( Les migrants prennent le travail des Français) -> ( On ne peut pas accueillir toute la misère du monde)",""
40030,40030,"( Les migrants relanceront la démographie en Europe) -> ( Accueillir les migrants est un plus pour l'économie des pays européens)",""
58277,58277,"( Les migrants représentent de la croissance) -> ¬ ( On ne peut pas accueillir toute la misère du monde)",""
58278,58278,"( Les migrants sont des hommes jeunes,il est normal qu'il y ait parmi eux une part de délinquant) -> ¬ ( L'afflux de migrants fait baisser la qualité de vie et monter les violences)",""
40031,40031,"( Les migrants sont une main-d’oeuvre peu coûteuse pour les entreprises) -> ( Accueillir les migrants est un plus pour l'économie des pays européens)",""
40032,40032,"( Les migrants travaillent à des postes que les Européens ne veulent pas occuper) -> ( Accueillir les migrants est un plus pour l'économie des pays européens)",""
40033,40033,"( Les migrants véhiculent des valeurs progressistes de solidarité) -> ( Accueillir les migrants est un atout culturel et social)",""
40034,40034,"( Les migrants vont payer les retraites) -> ( Accueillir les migrants est un plus pour l'économie des pays européens)",""
40035,40035,"( Les miracles attestent l'intervention directe de Dieu) -> ( Il existe des interventions divines)",""
58279,58279,"( Les modèles de financement du revenu de base posent tous des problèmes éthiques importants) -> ¬ ( Il existe des modèles réalistes de financement du revenu de base)",""
58280,58280,"( Les modèles de financement du revenu de base posent tous des problèmes éthiques importants) -> ¬ ( Le revenu de base apporte plus de justice sociale)",""
58281,58281,"( Les Murs à pêches de Montreuil doivent accueillir des activités non commerciales) -> ¬ ( Il faut construire des commerce et des services de proximité dans les Murs à pêches de Montreuil)",""
58282,58282,"( Les Murs à pêches de Montreuil ne sont pas à monnayer) -> ¬ ( Les Murs à pêches de Montreuil occupent un espace inutilisé)",""
58283,58283,"( Les Murs à pêches ne sont assez ouverts au public et sont le plus souvent fermés) -> ¬ ( Il faut préserver les Murs à pêches de Montreuil pour préserver un espace vert à côté de Paris)",""
40036,40036,"( Les murs frontaliers sont une atteinte aux droits de l'homme) -> ( Les frontières entravent la libre circulation des individus)",""
40037,40037,"( Les niveaux de salaire des footballeurs professionnels sont justifiés par la brièveté de la carrière et la difficulté de la reconversion) -> ( Les salaires des footballeurs professionnels sont justifiés par les inconvénients du métier)",""
40038,40038,"( Les niveaux de salaire des footballeurs professionnels sont justifiés par les risques pour la santé physique et mentale) -> ( Les salaires des footballeurs professionnels sont justifiés par les inconvénients du métier)",""
58284,58284,"( Les notes donnent une idée vague des apprentissages) -> ¬ ( La notation est un système juste et précis)",""
58285,58285,"( Le sol des Murs à pêches de Montreuil est peu propice à la construction de logements) -> ¬ ( Il faut construire des logements dans les Murs à pêches de Montreuil)",""
40039,40039,"( Les ordinateurs personnels ne sont pas assez sécurisés pour le vote électronique) -> ( Le vote électronique n'est pas fiable)",""
58286,58286,"( Les organisations de lutte contre l'islamophobie ne sont pas toutes réactionnaires) -> ¬ ( Les leaders et les organisations de la lutte contre l'islamophobie sont réactionnaires)",""
58287,58287,"( Les organisations de lutte contre l'islamophobie ne sont pas toutes réactionnaires) -> ¬ ( Dans la lutte contre l'islamophobie il y a des organisations antiféministes)",""
40040,40040,"( Le soufisme croit en l'unité des religions) -> ( Les grandes traditions disent que les religions sont une)",""
40041,40041,"( Les ouvriers ont leur petit confort) -> ( Les ouvriers se sont embourgeoisés)",""
40042,40042,"( Les ouvriers sont réactionnaires) -> ( Les ouvriers ne sont pas révolutionnaires)",""
58288,58288,"( Les paroles et les images ne sont pas des actes) -> ¬ ( Il faut limiter la liberté d'expression pour ne pas faire de tort aux personnes)",""
40043,40043,"( Les paroles ne sont pas des actes) -> ( Limiter la liberté d'expression n'est pas nécessaire)",""
40044,40044,"( Les pays du Sud ont voulu l'indépendance,il n'y a pas de raison que leurs populations viennent chez les anciens colonisateurs) -> ( L’accueil de migrants va contre la volonté populaire)",""
40045,40045,"( Les pays occidentaux continuent de piller les pays africains) -> ( On doit réparation aux populations des pays du Sud)",""
40046,40046,"( Les pays occidentaux ont colonisé et pillé les pays africains) -> ( On doit réparation aux populations des pays du Sud)",""
40047,40047,"( Les pays occidentaux ont pratiqué l'esclavage,ils doivent réparation) -> ( On doit réparation aux populations des pays du Sud)",""
58289,58289,"( Les pays qui ont abandonné le vote électronique projettent de s'y réengager à moyen terme) -> ¬ ( Le vote électronique a été abandonné par la plupart des pays qui l'ont expérimenté)",""
